1.025253300000000000e+07,1.806000000000000000e+03,1.823000000000000000e+03,2.255000000000000000e+03
1.026247100000000000e+07,1.808000000000000000e+03,1.822000000000000000e+03,2.246000000000000000e+03
1.027247200000000000e+07,1.804000000000000000e+03,1.823000000000000000e+03,2.241000000000000000e+03
1.028247200000000000e+07,1.805000000000000000e+03,1.830000000000000000e+03,2.239000000000000000e+03
1.029247700000000000e+07,1.806000000000000000e+03,1.821000000000000000e+03,2.235000000000000000e+03
1.030247500000000000e+07,1.808000000000000000e+03,1.823000000000000000e+03,2.247000000000000000e+03
1.031248000000000000e+07,1.808000000000000000e+03,1.829000000000000000e+03,2.239000000000000000e+03
1.032248300000000000e+07,1.807000000000000000e+03,1.828000000000000000e+03,2.242000000000000000e+03
1.033248400000000000e+07,1.809000000000000000e+03,1.825000000000000000e+03,2.246000000000000000e+03
1.034248800000000000e+07,1.799000000000000000e+03,1.823000000000000000e+03,2.243000000000000000e+03
1.035249000000000000e+07,1.802000000000000000e+03,1.817000000000000000e+03,2.243000000000000000e+03
1.036249200000000000e+07,1.803000000000000000e+03,1.822000000000000000e+03,2.235000000000000000e+03
1.037249500000000000e+07,1.808000000000000000e+03,1.827000000000000000e+03,2.243000000000000000e+03
1.038249900000000000e+07,1.802000000000000000e+03,1.822000000000000000e+03,2.251000000000000000e+03
1.039250000000000000e+07,1.800000000000000000e+03,1.830000000000000000e+03,2.241000000000000000e+03
1.040250200000000000e+07,1.793000000000000000e+03,1.825000000000000000e+03,2.245000000000000000e+03
1.041250400000000000e+07,1.808000000000000000e+03,1.826000000000000000e+03,2.246000000000000000e+03
1.042250600000000000e+07,1.803000000000000000e+03,1.829000000000000000e+03,2.247000000000000000e+03
1.043250900000000000e+07,1.799000000000000000e+03,1.823000000000000000e+03,2.253000000000000000e+03
1.044251100000000000e+07,1.795000000000000000e+03,1.823000000000000000e+03,2.239000000000000000e+03
1.045251400000000000e+07,1.808000000000000000e+03,1.830000000000000000e+03,2.246000000000000000e+03
1.046251400000000000e+07,1.797000000000000000e+03,1.820000000000000000e+03,2.237000000000000000e+03
1.047251900000000000e+07,1.801000000000000000e+03,1.823000000000000000e+03,2.246000000000000000e+03
1.048252400000000000e+07,1.802000000000000000e+03,1.827000000000000000e+03,2.249000000000000000e+03
1.049252600000000000e+07,1.799000000000000000e+03,1.827000000000000000e+03,2.251000000000000000e+03
1.050252600000000000e+07,1.808000000000000000e+03,1.819000000000000000e+03,2.229000000000000000e+03
1.051252700000000000e+07,1.796000000000000000e+03,1.824000000000000000e+03,2.256000000000000000e+03
1.052253300000000000e+07,1.795000000000000000e+03,1.823000000000000000e+03,2.241000000000000000e+03
1.053253500000000000e+07,1.810000000000000000e+03,1.825000000000000000e+03,2.250000000000000000e+03
1.054253800000000000e+07,1.811000000000000000e+03,1.822000000000000000e+03,2.243000000000000000e+03
